	220		261		190
462	4.305452824	462	2.017948151	462	2.875643492
461	4.311579704	461	2.034700155	461	2.892086267
460	4.304116726	460	2.051768541	460	2.908342361
459	4.31992054	459	2.068575382	459	2.926319122
458	4.30843544	458	2.085856676	458	2.943441153
457	4.304172516	457	2.102849483	457	2.959814548
456	4.30557394	456	2.120170116	456	2.977219582
455	4.314778328	455	2.137915134	455	2.995575428
454	4.319405556	454	2.155406237	454	3.013951063
453	4.312699795	453	2.173156023	453	3.031944513
452	4.295456886	452	2.190802336	452	3.051203489
451	4.317928791	451	2.208988905	451	3.070228815
450	4.29343462	450	2.226603985	450	3.089862108
449	4.32087183	449	2.244687796	449	3.109285831
448	4.295802116	448	2.2630651	448	3.129819155
447	4.30971241	447	2.281315804	447	3.148674965
446	4.30058527	446	2.299721956	446	3.171299934
445	4.298241138	445	2.318441153	445	3.192624807
444	4.330455303	444	2.337366343	444	3.211776018
443	4.29994154	443	2.356231451	443	3.233839273
442	4.297618866	442	2.375492096	442	3.256371975
441	4.304797649	441	2.393723011	441	3.282376766
440	4.311101913	440	2.413379192	440	3.301383972
439	4.305158615	439	2.433067322	439	3.325723171
438	4.298921108	438	2.452842474	438	3.351557493
437	4.304386139	437	2.471691608	437	3.377946854
436	4.309309959	436	2.49142766	436	3.402155399
435	4.295048714	435	2.511872053	435	3.42563653
434	4.289722443	434	2.531424284	434	3.452672243
433	4.298053265	433	2.552502155	433	3.480977535
432	4.305751324	432	2.574035645	432	3.506625414
431	4.302936554	431	2.594363213	431	3.53261447
430	4.288564682	430	2.615033388	430	3.565500975
429	4.318159103	429	2.636930704	429	3.588316679
428	4.280990601	428	2.658609152	428	3.61766696
427	4.284957409	427	2.67980051	427	3.645553827
426	4.28817606	426	2.70269537	426	3.675024986
425	4.279775143	425	2.724880934	425	3.701151133
424	4.273897648	424	2.747597218	424	3.736993313
423	4.28414917	423	2.77145505	423	3.761232853
422	4.270792484	422	2.794683456	422	3.789301872
421	4.261314869	421	2.818717718	421	3.822864294
420	4.288479328	420	2.841362953	420	3.850778341
419	4.277093887	419	2.866732121	419	3.872112274
418	4.298731327	418	2.892837286	418	3.904743433
417	4.280110359	417	2.919098616	417	3.929731607
416	4.257107258	416	2.943642855	416	3.966561079
415	4.298750401	415	2.972444534	415	3.982076645
414	4.255894184	414	2.997092724	414	3.993659973
413	4.26165247	413	3.025491238	413	4.03104353
412	4.291504383	412	3.054578304	412	4.0450387
411	4.260610104	411	3.083995819	411	4.069631577
410	4.252095699	410	3.114649773	410	4.105268002
409	4.281363487	409	3.143615723	409	4.112223148
408	4.264479637	408	3.175017357	408	4.126963615
407	4.255257607	407	3.207658052	407	4.152234554
406	4.262588024	406	3.238440514	406	4.162868023
405	4.253348827	405	3.274512529	405	4.166569233
404	4.267665386	404	3.308584213	404	4.198577404
403	4.27396965	403	3.34693265	403	4.192287445
402	4.265493393	402	3.381780148	402	4.198370934
401	4.235894203	401	3.420618773	401	4.213596344
400	4.255970955	400	3.456184149	400	4.245483398
399	4.239396572	399	3.496731758	399	4.239509583
398	4.24631834	398	3.5361619	398	4.230109215
397	4.230470657	397	3.582162619	397	4.231671333
396	4.254823208	396	3.622550249	396	4.263283253
395	4.250676155	395	3.667376995	395	4.248953342
394	4.226574898	394	3.708678484	394	4.236515045
393	4.24744606	393	3.751491308	393	4.246166229
392	4.260164738	392	3.804190874	392	4.27129221
391	4.243366718	391	3.855435371	391	4.262752056
390	4.231350422	390	3.897573471	390	4.261372089
389	4.227036953	389	3.956373453	389	4.263898849
388	4.229844093	388	4.004673958	388	4.283616066
387	4.243839741	387	4.078876972	387	4.2546978
386	4.22899437	386	4.131058216	386	4.263173103
385	4.215578556	385	4.199644089	385	4.271141052
384	4.216498375	384	4.259412289	384	4.266269207
383	4.226381302	383	4.307053089	383	4.286822796
382	4.248812675	382	4.389844418	382	4.281076908
381	4.229010105	381	4.456321239	381	4.265800953
380	4.211102486	380	4.527012348	380	4.255339146
379	4.220364094	379	4.597083569	379	4.257026672
378	4.221535683	378	4.700529575	378	4.287553787
377	4.223297119	377	4.828044891	377	4.252326965
376	4.219120502	376	4.928550243	376	4.258917809
375	4.212668896	375	4.883410931	375	4.2531991
374	4.220756054	374	5.148855209	374	4.261397839
373	4.213917732	373	5.341475964	373	4.261230469
372	4.237160683	372	5.357367992	372	4.257687569
371	4.212715149	371	10	371	4.246397495
370	4.202856064	370	5.534990311	370	4.253302574
369	4.211948395	369	6.049654484	369	4.242548943
368	4.208279133	368	10	368	4.266597271
367	4.201287746	367	10	367	4.239059448
366	4.200967789	366	10	366	4.253898144
365	4.191403866	365	10	365	4.234748363
364	4.193676472	364	10	364	4.257611752
363	4.213167191	363	10	363	4.239829063
362	4.191662312	362	10	362	4.241476536
361	4.199514866	361	10	361	4.224715233
360	4.202880383	360	10	360	4.250694752
359	4.19297123	359	10	359	4.229211807
358	4.175084114	358	10	358	4.24279356
357	4.204501629	357	10	357	4.246787548
356	4.184063435	356	10	356	4.225304604
355	4.185555458	355	10	355	4.229604721
354	4.184913158	354	10	354	4.251006126
353	4.180883408	353	10	353	4.215396881
352	4.180847168	352	10	352	4.224601746
351	4.186001778	351	10	351	4.224002361
350	4.171636581	350	10	350	4.220730782
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
New: 350.00				New: 350.00	
New:   900.00				New:   900.00	
New:   900.00				New:   900.00	
New:1				New:1	
New:1				New:1	
New:1500.00				New:1500.00	
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
					
New: 350.00				New: 350.00	
New:   900.00				New:   900.00	
New:   900.00				New:   900.00	
New:1				New:1	
New:1				New:1	
New:1500.00				New:1500.00	
